Прізвище,Ім'я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Лазаренко,Марта,Юріївна,Жінка,1997-06-14,Штукатур,хутір Вовчанськ,"провулок Рівний, буд. 730, Нове Давидково, 65779",+380 (18) 682-38-78,tsiupairena@example.com
Демиденко,Алла,Степанівна,Жінка,1954-04-18,Біолог,хутір Авдіївка,"шосе Хаджибейський 2-й, буд. 99 кв. 96, Пустомити, 02135",+380 (13) 227-59-24,mykhailychenkozorian@example.org
Тимченко,Амалія,Андріївна,Жінка,1940-09-21,Ріелтор,хутір Сімферополь,"вулиця Цементний, буд. 6 кв. 48, Гірське, 71925",809 81 63,fchumachenko@example.com
Самойленко,Камілла,Сергіївна,Жінка,1990-11-01,Краєзнавець,село Андрушівка,"парк Геранієва, буд. 824, Дебальцеве, 14670",+380 92 144 18 46,mkopytko@example.net
Нестеренко,Дарина,Вікторівна,Жінка,1971-12-26,Кіноактор,хутір Здолбунів,"площа Радіо, буд. 981 кв. 06, Дубно, 86776",021 066-10-32,liudmyladanko@example.org
Бабак,Святослава,Вікторівна,Жінка,1962-02-12,Вчитель,селище Докучаєвськ,"парк Тупиковий 2-й, буд. 939 кв. 2, Кальміуське, 83859",027 456 06 41,spaspetliura@example.com
Гресь,Михайлина,Павлівна,Жінка,1968-10-08,М'ясник,селище Новоазовськ,"набережна Савицький, буд. 170, Гола Пристань, 07309",337-93-11,svitlana92@example.net
Дараган,Валентина,Володимирівна,Жінка,2004-01-04,Кур'єр,хутір Берегове,"парк Нікітіна, буд. 692, Ворожба, 86201",538-42-18,avreliibaidak@example.net
Дробаха,Аніта,Володимирівна,Жінка,1996-09-23,Фотограф,село Кобеляки,"вулиця Кримська, буд. 541, Снятин, 20011",+380 85 024-34-52,turkaloiukhym@example.org
Бабій,Едита,Іванівна,Жінка,1979-04-27,Агроном,селище Кодима,"парк Недєліна, буд. 1 кв. 2, Вільногірськ, 77384",033 712-55-15,bohodarmykytiuk@example.net
Засуха,Людмила,Макарівна,Жінка,1989-01-03,Астроном,село Вишгород,"вулиця Садова 6-та, буд. 25, Южне, 65364",+380 (31) 532-94-02,adavydenko@example.net
Деревʼянко,Михайлина,Петрівна,Жінка,1966-04-14,Ґрунтознавець,селище Географія Вільнянська,"вулиця Стражеска Миколи, буд. 33 кв. 35, Лебедин, 28077",+380 50 172 02 02,lysenkonadiia@example.org
Тягнибок,Світлана,Юріївна,Жінка,1947-04-04,Астроном,хутір Сніжне,"парк Дунаєвського 1-й, буд. 3, Ніжин, 20014",031 944-89-73,dtytarenko@example.org
Романець,Ірина,Іванівна,Жінка,1961-07-16,Маркетолог,селище Тлумач,"вулиця Ветеранів праці, буд. 072 кв. 8, Святогірськ, 57118",+380 05 257-68-48,liubov16@example.com
Швачка,Володимира,Володимирівна,Жінка,1968-03-08,Юрист,село Монастириська,"парк Старобазарний, буд. 4 кв. 1, Вознесенськ, 68234",770 21 34,myroslav04@example.net
Таран,Юстина,Володимирівна,Жінка,1952-01-15,Графік,село Новояворівськ,"сквер 9-та Суворовська, буд. 241 кв. 0, Сєвєродонецьк, 81366",440-52-14,kharchenkovira@example.com
Товстоліс,Віра,Михайлівна,Жінка,1966-04-21,Гірничий інженер,селище Дружківка,"проспект Глазунова 2-й, буд. 26 кв. 7, Верхівцеве, 63699",072 870-92-90,umanetsokseniia@example.org
Павленко,Данна,Петрівна,Жінка,2000-07-15,Агроном,село Снігурівка,"проспект Сєрогодського, буд. 409 кв. 11, Буча, 96597",+380 94 888-34-99,olhabairak@example.org
Павлик,Маруся,Михайлівна,Жінка,1970-11-19,Каскадер,селище Сімферополь,"шосе Суворовська, буд. 0 кв. 54, Пирятин, 38108",895 76 78,ivanchenkoarsen@example.net
Стельмах,Лілія,Петрівна,Жінка,1996-03-19,Психолог,хутір Львів,"вулиця Спортивна, буд. 726 кв. 1, Червоноград, 78182",737-45-28,rozaliiahrechanyk@example.org
Свистун,Віолетта,Михайлівна,Жінка,1956-09-09,Публіцист,місто Добромиль,"проспект Професора Каришковського, буд. 9 кв. 29, Рівне, 37081",359 95 36,arsen43@example.org
Базилевич,Орися,Романівна,Жінка,1941-10-27,Мікробіолог,місто Ланівці,"площа Амбулаторний, буд. 6, Галич, 84359",+380 88 862 62 63,bierchenko@example.net
Перепелиця,Аліна,Федорівна,Жінка,1976-07-25,Астрофізик,хутір Миронівка,"набережна Юннатів 1-й, буд. 662 кв. 92, Селидове, 75392",+380 56 505 76 53,ltovstukha@example.com
Токар,Тереза,Михайлівна,Жінка,1966-04-03,Біолог,село Саки ,"площа Володимира Хавкіна, буд. 995, Кременець, 96731",026 430-90-83,hryhorii21@example.com
Василашко,Любов,Іванівна,Жінка,1971-03-23,Інженер,селище Комарно,"провулок Карантинний узвіз, буд. 9 кв. 3, Тячів, 66305",390-90-44,opanas96@example.net
Шинкаренко,Марта,Дмитрівна,Жінка,1965-06-16,Мовознавець,місто Миронівка,"площа Трамвайна, буд. 05 кв. 84, Зміїв, 91325",104-58-01,panteleimoniakymchuk@example.org
Сіробаба,Богуслава,Степанівна,Жінка,2006-12-09,Мовознавець,селище Свалява,"парк Метрополітенівський, буд. 290 кв. 3, Нове Давидково, 70941",067 831 24 33,serhii37@example.com
Оліфіренко,Амалія,Павлівна,Жінка,1956-07-26,Паблік рилейшнз,село Горлівка,"узвіз Роздольна, буд. 295 кв. 186, Кодима, 06451",053 360 11 63,devdiukkyrylo@example.com
Данько,Єва,Вікторівна,Жінка,1952-09-30,Кушнір,селище Турка,"парк Шовкуненка, буд. 8, Бердянськ, 84260",+380 (61) 791-68-21,dderiazhnyi@example.org
Ніколюк,Тетяна,Романівна,Жінка,1975-08-10,Хореограф,хутір Татарбунари,"сквер Грузовий, буд. 751 кв. 05, Гайсин, 44334",087 681 27 89,nesterenkorostyslav@example.net
Карась,Еріка,Сергіївна,Жінка,1985-06-24,Біолог,місто Славута,"шосе Фруктовий, буд. 011 кв. 488, Нововолинськ, 22986",320 15 11,halyna62@example.net
Гунько,Михайлина,Сергіївна,Жінка,1966-10-10,Провізор,хутір П'ятихатки,"парк Авіаторів, буд. 271 кв. 601, Керч, 55467",093 785 92 84,alevtyn21@example.org
Сімашкевич,Алла,Андріївна,Жінка,1990-12-05,Мистецтвознавець,село Таврійськ,"шосе Кишинівська, буд. 7 кв. 360, Валки , 67800",+380 12 732-34-60,khrystyna50@example.com
Голобородько,Христина,Федорівна,Жінка,1973-09-02,Філолог,селище Коломия,"провулок Іванівський переїзд, буд. 36, Кальміуське, 29854",+380 (00) 589-46-40,chmilanzhela@example.net
Тимчук,Валентина,Сергіївна,Жінка,1964-09-04,Програміст,хутір Моршин,"узвіз Станційна 2-га, буд. 39, Алупка, 19012",018 288 87 36,shylopetro@example.net
Бакуменко,Златослава,Юріївна,Жінка,1960-03-27,Мовознавець,село Ходорів,"шосе Водопровідний 1-й, буд. 2 кв. 09, Сміла, 74822",+380 (00) 243-93-38,viktoriia18@example.org
Худобʼяк,Лілія,Олегівна,Жінка,1972-11-27,Єгер,місто Ватутіне,"шосе Аеропортівський 5-й, буд. 66, Білицьке, 82087",+380 67 507 07 59,orestkyrylenko@example.org
Хорішко,Орина,Олегівна,Жінка,1970-10-31,Електромонтер,місто Новий Буг,"парк Жасминна, буд. 7 кв. 39, Полонне, 91146",+380 (02) 075-39-33,vlokholes@example.org
Ісаєнко,Василина,Федорівна,Жінка,1997-05-01,Педагог,хутір Галич,"сквер Морський, буд. 717, Севастополь, 96831",+380 84 150-27-07,erikaiakovenko@example.net
Ґереґа,Маруся,Вікторівна,Жінка,1942-04-15,Зоолог,селище Селидове,"парк Трамвайна, буд. 018 кв. 8, Помічна, 09859",036 684-32-25,lbatih@example.com
Ейбоженко,Розалія,Дмитрівна,Жінка,1947-12-07,Математик,хутір Білицьке,"площа Михайла Божія, буд. 626 кв. 126, Городня, 75789",031 565 45 26,solomiiavovk@example.net
Деревʼянко,Клавдія,Вікторівна,Жінка,1999-06-24,Фольклорист,село Новгород-Сіверський,"узвіз Тепла, буд. 40, Мелітополь, 82260",668-58-79,martyn40@example.net
